单价(元),数量(个),消费城市级别,支付方式,优惠方式,优惠金额(元),实际支付(元),库存剩余(件),商品评分,是否复购,客户年龄段,商品类别,包装规格(g),是否节假日,是否用餐高峰
36.78,6,1,3,5,17,203.68,3673,43,1,1,3,200.0,0,1
49.77,1,1,3,0,0,49.77,3673,43,1,3,3,200.0,0,1
36.47,10,0,0,5,1,363.7,2982,30,1,1,3,400.0,1,0
18.04,2,0,0,0,0,36.08,60,32,0,0,3,800.0,0,0
28.01,8,0,4,4,2,222.08,2333,36,0,0,3,800.0,0,0
19.39,3,2,0,0,0,58.17,60,32,1,0,3,800.0,0,0
25.97,1,1,2,3,10,15.97,9241,47,1,3,3,600.0,0,0
49.7,10,0,0,2,14,483.0,6507,31,1,0,1,500.0,0,0
31.6,5,1,1,0,0,158.0,14,42,0,0,3,200.0,0,1
43.04,7,1,1,5,24,277.28,42,35,0,1,2,500.0,1,1
41.28,10,2,1,3,1,411.8,14,42,1,1,3,200.0,0,1
11.45,1,0,0,5,7,4.45,60,32,0,1,3,800.0,0,0
47.48,6,0,3,3,17,267.88,2633,20,1,0,1,200.0,0,0
32.15,10,0,0,3,61,260.5,20,46,1,1,3,400.0,0,0
25.88,5,3,0,2,19,110.4,20,46,1,3,3,400.0,0,0
46.78,6,0,4,3,6,274.68,6916,43,1,1,3,1000.0,0,0
14.65,2,2,0,5,18,11.3,60,32,0,2,3,800.0,0,0
42.7,8,3,2,5,0,341.6,6237,40,1,0,3,800.0,0,1
44.72,10,0,3,1,15,432.2,27,30,1,3,3,1000.0,1,0
41.6,1,1,2,2,2,39.6,87,40,1,3,3,800.0,1,0
23.84,0,3,4,1,0,0.0,77,45,1,3,1,400.0,1,0
25.95,0,1,3,5,0,0.0,27,30,0,0,3,1000.0,1,0
12.73,1,1,4,3,7,5.73,77,45,1,1,1,400.0,1,0
48.52,8,1,3,2,9,379.16,9724,41,1,4,3,400.0,1,1
31.98,7,1,4,2,1,222.86,1379,38,0,2,3,1000.0,0,1
48.63,1,1,2,4,3,45.63,7981,31,0,0,1,1000.0,0,0
27.3,10,2,3,5,8,265.0,8241,13,0,1,3,300.0,1,0
18.64,10,1,3,3,37,149.4,9,17,0,0,3,300.0,0,1
12.45,2,1,2,1,2,22.9,33,13,0,1,1,500.0,0,0
41.23,4,1,1,4,11,153.92,3262,35,0,1,0,200.0,0,0
12.33,9,3,3,3,5,105.97,9,17,0,1,3,300.0,0,1
49.79,2,3,4,3,12,87.58,4024,35,0,3,3,1000.0,0,1
37.8,8,3,4,3,16,286.4,7556,50,1,3,3,1000.0,0,0
19.57,0,1,3,1,0,0.0,9,17,0,1,3,300.0,0,1
15.69,3,1,3,0,0,47.07,9724,41,1,3,3,400.0,1,1
22.13,8,3,1,4,4,173.04,3262,35,0,1,0,200.0,0,0
14.04,5,3,4,4,5,65.2,7556,50,1,1,3,1000.0,0,0
12.49,5,1,3,2,10,52.45,9,17,0,0,3,300.0,0,1
30.38,5,1,3,1,4,147.9,8241,13,0,1,3,300.0,1,0
34.61,1,1,1,5,1,33.61,3262,35,0,0,0,200.0,0,0
34.96,7,0,2,5,10,234.72,87,40,1,0,3,800.0,1,0
31.08,10,3,3,5,2,308.8,9724,41,1,3,3,400.0,1,1
10.44,8,3,4,3,16,67.52,77,45,1,3,1,400.0,1,0
20.39,2,0,4,4,1,39.78,7556,50,1,2,3,1000.0,0,0
31.41,0,1,1,0,0,0.0,3262,35,0,3,0,200.0,0,0
18.61,8,1,4,3,26,122.88,77,45,1,3,1,400.0,1,0
49.03,3,1,2,0,0,147.09,7981,31,0,1,1,1000.0,0,0
42.06,0,2,4,2,0,0.0,7556,50,1,1,3,1000.0,0,0
28.18,1,3,4,5,8,20.18,1379,38,0,0,3,1000.0,0,1
43.77,0,1,3,3,0,0.0,9,17,0,4,3,300.0,0,1
41.48,1,1,3,0,0,41.48,55,24,1,0,3,200.0,0,0
37.53,9,3,3,5,5,332.77,55,24,1,1,3,200.0,0,0
45.8,5,1,3,3,8,221.0,7079,33,1,0,3,200.0,0,1
34.56,6,1,4,5,12,195.36,5200,45,1,3,0,400.0,0,1
30.74,1,3,3,3,4,26.74,6088,44,1,2,1,400.0,0,0
39.5,7,3,3,1,0,276.5,6088,44,0,0,1,400.0,0,0
30.49,1,1,3,0,0,30.49,6088,44,1,2,1,400.0,0,0
37.21,3,0,3,2,7,104.63,55,24,1,0,3,200.0,0,0
39.5,5,1,1,3,26,171.5,84,41,1,2,0,300.0,0,1
13.94,6,1,4,3,2,81.64,33,31,1,2,1,500.0,0,1
36.41,8,2,0,2,21,270.28,4971,48,0,0,1,500.0,0,0
40.99,1,0,1,5,40,0.99,84,41,1,3,0,300.0,0,1
39.92,2,3,4,3,22,57.84,8327,42,1,1,1,1000.0,1,0
15.12,6,3,4,0,0,90.72,7214,32,0,1,3,600.0,1,1
23.53,0,0,4,5,0,0.0,7214,32,0,3,3,600.0,1,1
35.83,8,0,3,0,0,286.64,3145,44,1,3,1,500.0,0,0
21.44,3,3,0,5,4,60.32,1541,25,1,1,1,200.0,0,1
42.64,9,3,0,3,23,360.76,1541,25,1,1,1,200.0,0,1
43.68,5,1,4,0,0,218.4,7214,32,1,0,3,600.0,1,1
30.23,7,0,4,0,0,211.61,8327,42,1,3,1,1000.0,1,0
42.0,8,1,3,0,0,336.0,4646,14,1,0,3,1000.0,0,0
39.32,2,2,1,5,5,73.64,3262,35,0,3,0,200.0,0,0
17.52,4,0,1,3,28,42.08,84,41,1,1,0,300.0,0,1
41.35,7,3,0,2,3,286.45,6507,31,1,0,1,500.0,0,0
32.17,7,1,0,3,1,224.19,1541,25,1,3,1,200.0,0,1
15.96,8,0,1,0,0,127.68,14,42,1,1,3,200.0,0,1
45.45,8,1,3,2,79,284.6,9,17,0,2,3,300.0,0,1
26.5,8,1,3,1,4,208.0,6088,44,1,3,1,400.0,0,0
34.78,4,0,4,0,0,139.12,77,45,1,3,1,400.0,1,0
32.46,1,3,3,2,4,28.46,4646,14,0,1,3,1000.0,0,0
43.0,0,1,2,1,0,0.0,87,40,1,1,3,800.0,1,0
12.34,5,0,4,5,0,61.7,6916,43,1,4,3,1000.0,0,0
23.37,4,1,3,5,3,90.48,55,24,1,0,3,200.0,0,0
41.54,4,0,0,2,8,158.16,3706,40,1,3,3,400.0,0,0
27.61,0,1,3,5,0,0.0,3673,43,1,3,3,200.0,0,1
23.13,9,0,4,5,5,203.17,1379,38,0,2,3,1000.0,0,1
27.36,3,0,4,5,12,70.08,8327,42,1,0,1,1000.0,1,0
13.54,4,1,4,5,3,51.16,7214,32,0,3,3,600.0,1,1
35.7,8,2,0,0,0,285.6,20,46,1,0,3,400.0,0,0
41.43,6,1,3,0,0,248.58,9724,41,1,3,3,400.0,1,1
17.38,6,1,3,5,3,101.28,7079,33,1,3,3,200.0,0,1
24.49,3,1,1,0,0,73.47,3262,35,0,0,0,200.0,0,0
44.91,4,0,3,1,4,175.64,9724,41,1,1,3,400.0,1,1
13.22,10,0,3,4,8,124.2,55,24,1,1,3,200.0,0,0
39.12,9,1,1,0,0,352.08,42,35,0,1,2,500.0,1,1
48.26,8,2,2,5,59,327.08,87,40,1,1,3,800.0,1,0
19.98,8,0,3,4,31,128.84,9,17,0,3,3,300.0,0,1
40.38,1,3,4,4,22,18.38,5200,45,1,1,0,400.0,0,1
27.99,1,3,4,0,0,27.99,7214,32,0,3,3,600.0,1,1
10.87,5,0,3,0,0,54.35,2633,20,1,0,1,200.0,0,0
47.47,5,3,0,1,24,213.35,4971,48,0,1,1,500.0,0,0
20.26,10,0,2,2,4,198.6,6237,40,1,0,3,800.0,0,1
44.02,8,1,4,0,0,352.16,1379,38,0,0,3,1000.0,0,1
44.41,2,3,4,5,19,69.82,7556,50,1,4,3,1000.0,0,0
12.71,9,0,3,5,1,113.39,6088,44,0,3,1,400.0,0,0
38.31,10,3,3,5,38,345.1,55,24,1,1,3,200.0,0,0
13.27,7,1,2,3,1,91.89,7981,31,0,1,1,1000.0,0,0
29.39,1,0,2,2,10,19.39,72,32,0,0,3,200.0,0,1
16.63,8,3,3,5,6,127.04,3673,43,1,1,3,200.0,0,1
28.49,7,3,0,0,0,199.43,60,32,0,0,3,800.0,0,0
31.82,4,2,4,3,11,116.28,8327,42,1,3,1,1000.0,1,0
42.26,4,0,3,5,5,164.04,9724,41,1,0,3,400.0,1,1
20.34,6,1,4,4,4,118.04,2333,36,0,3,3,800.0,0,0
23.21,1,1,3,5,15,8.21,9,17,0,0,3,300.0,0,1
40.27,10,1,1,3,7,395.7,3262,35,0,1,0,200.0,0,0
28.05,8,3,1,5,28,196.4,84,41,1,3,0,300.0,0,1
28.56,4,1,1,5,1,113.24,3262,35,0,1,0,200.0,0,0
46.37,5,3,0,5,6,225.85,1541,25,1,3,1,200.0,0,1
29.91,1,0,3,2,17,12.91,9,17,0,3,3,300.0,0,1
41.02,2,1,1,1,22,60.04,14,42,0,3,3,200.0,0,1
30.93,3,1,4,4,16,76.79,7556,50,1,1,3,1000.0,0,0
41.71,1,2,4,0,0,41.71,7556,50,1,0,3,1000.0,0,0
33.1,0,1,0,5,0,0.0,20,46,1,0,3,400.0,0,0
35.38,3,0,4,5,6,100.14,7214,32,1,0,3,600.0,1,1
25.84,8,3,2,0,0,206.72,33,13,0,0,1,500.0,0,0
22.67,7,1,4,0,0,158.69,77,45,1,4,1,400.0,1,0
46.25,9,3,2,5,6,410.25,7981,31,0,0,1,1000.0,0,0
15.63,3,1,3,3,1,45.89,8241,13,0,0,3,300.0,1,0
45.76,5,1,3,3,75,153.8,20,48,1,3,3,300.0,1,1
36.17,6,0,2,0,0,217.02,7663,39,1,0,3,500.0,0,1
27.61,0,0,3,3,0,0.0,20,48,1,3,3,300.0,1,1
42.14,6,0,3,2,29,223.84,20,48,1,0,3,300.0,1,1
24.31,1,2,1,5,0,24.31,8014,34,0,4,3,500.0,0,0
43.13,3,3,1,5,2,127.39,7391,45,1,0,1,200.0,0,0
15.68,2,0,3,3,0,31.36,20,48,0,3,3,300.0,1,1
28.01,0,0,0,5,0,0.0,3097,38,0,1,1,400.0,0,0
35.37,10,3,4,4,18,335.7,4242,46,1,1,2,400.0,0,1
15.05,9,0,4,1,7,128.45,4018,32,0,0,3,200.0,0,1
37.45,8,2,0,0,0,299.6,6367,47,1,2,3,800.0,0,1
17.0,2,2,3,2,1,33.0,79,40,1,3,3,300.0,0,1
37.77,5,1,0,3,7,181.85,3097,38,1,0,1,400.0,0,0
36.13,7,1,4,3,2,250.91,4018,32,0,1,3,200.0,0,1
44.85,3,1,4,2,19,115.55,4018,32,0,2,3,200.0,0,1
14.44,0,1,4,0,0,0.0,4242,46,1,0,2,400.0,0,1
31.87,7,0,4,2,11,212.09,95,32,0,1,1,1000.0,0,0
22.19,5,3,1,5,12,98.95,12,33,0,3,1,400.0,0,1
44.91,5,3,2,0,0,224.55,5738,34,0,0,1,200.0,0,0
31.63,6,3,1,0,0,189.78,72,36,0,0,0,200.0,0,0
11.93,9,1,2,3,2,105.37,1022,46,1,0,3,400.0,1,0
36.71,8,2,4,3,28,265.68,48,48,1,0,3,1000.0,0,1
33.73,6,3,4,1,52,150.38,48,48,1,3,3,1000.0,0,1
45.69,9,1,0,0,0,411.21,25,39,1,0,3,800.0,1,1
19.58,0,2,2,3,0,0.0,8987,30,0,3,2,300.0,0,0
49.82,6,1,4,4,9,289.92,8759,34,0,0,3,500.0,0,1
12.55,5,1,2,3,0,62.75,72,48,1,3,3,1000.0,1,0
14.6,7,2,3,5,6,96.2,9165,37,1,3,1,200.0,0,1
43.17,4,0,3,0,0,172.68,9165,37,1,1,1,200.0,0,1
22.68,7,2,4,0,0,158.76,9445,42,1,1,3,800.0,0,1
27.38,6,1,1,5,41,123.28,68,38,0,1,2,300.0,0,0
34.08,4,3,1,1,25,111.32,68,38,0,2,2,300.0,0,0
27.74,3,1,0,3,1,82.22,7985,39,0,4,3,500.0,0,1
38.11,6,1,3,1,22,206.66,23,31,1,1,2,800.0,1,0
19.5,1,3,3,3,19,0.5,23,31,1,0,2,800.0,1,0
29.51,1,1,1,5,29,0.51,68,38,0,3,2,300.0,0,0
34.03,8,1,4,5,3,269.24,8759,34,0,1,3,500.0,0,1
35.36,2,1,3,0,0,70.72,23,31,1,0,2,800.0,1,0
20.18,6,1,2,0,0,121.08,72,48,0,0,3,1000.0,1,0
28.9,3,2,4,5,4,82.7,7085,44,1,1,1,200.0,0,1
11.83,1,2,0,1,1,10.83,9802,15,0,1,3,1000.0,0,1
30.66,0,1,1,5,0,0.0,48,39,1,3,3,500.0,0,1
42.1,5,3,0,1,80,130.5,64,45,1,3,3,800.0,0,0
30.51,6,1,4,4,6,177.06,7085,44,1,0,1,200.0,0,1
13.48,2,2,4,0,0,26.96,8759,34,0,0,3,500.0,0,1
14.55,10,2,2,1,0,145.5,8987,30,0,0,2,300.0,0,0
23.81,1,0,4,4,7,16.81,9445,42,1,0,3,800.0,0,1
30.3,2,2,3,0,0,60.6,9165,37,1,0,1,200.0,0,1
49.71,9,3,0,2,7,440.39,7985,39,0,3,3,500.0,0,1
26.44,0,2,0,5,0,0.0,9802,15,0,1,3,1000.0,0,1
46.3,3,0,3,0,0,138.9,23,31,1,3,2,800.0,1,0
42.95,2,3,2,3,9,76.9,72,48,1,0,3,1000.0,1,0
48.2,2,2,4,5,8,88.4,8759,34,0,1,3,500.0,0,1
42.85,8,0,1,2,60,282.8,68,38,0,1,2,300.0,0,0
37.46,1,3,3,5,14,23.46,9165,37,1,1,1,200.0,0,1
24.76,3,1,1,0,0,74.28,8,31,1,1,3,500.0,0,0
12.84,1,3,3,5,1,11.84,5468,39,1,0,3,300.0,0,0
36.74,4,1,3,5,12,134.96,2546,32,1,0,3,800.0,0,1
33.75,9,1,1,4,0,303.75,4925,47,1,0,3,800.0,1,0
46.53,10,0,0,5,24,441.3,7089,38,1,3,1,200.0,0,1
14.82,6,3,3,2,1,87.92,5468,39,1,0,3,300.0,0,0
26.88,2,1,4,2,15,38.76,14,35,1,3,3,500.0,0,0
33.09,3,1,4,5,4,95.27,1751,34,1,0,3,600.0,1,1
39.17,4,2,3,4,7,149.68,6295,49,1,3,2,500.0,0,1
41.56,4,1,3,2,6,160.24,3727,38,1,0,3,800.0,0,0
44.3,10,0,0,4,15,428.0,1310,36,1,1,3,200.0,0,0
46.67,5,1,0,3,9,224.35,5662,10,0,0,1,1000.0,1,1
27.24,6,2,0,5,8,155.44,8583,37,1,0,2,200.0,1,0
24.85,4,1,3,4,4,95.4,6295,49,0,1,2,500.0,0,1
37.54,10,0,3,2,6,369.4,5323,24,0,0,1,600.0,0,1
24.98,4,0,3,4,24,75.92,61,47,1,0,2,400.0,0,1
27.22,5,0,3,0,0,136.1,61,47,0,3,2,400.0,0,1
37.08,4,3,4,5,7,141.32,2897,43,1,0,3,500.0,1,0
24.58,1,3,4,2,0,24.58,2897,43,1,1,3,500.0,1,0
29.42,10,0,3,5,3,291.2,4542,41,1,1,0,200.0,1,1
22.56,4,2,3,3,1,89.24,6017,43,1,1,3,200.0,1,1
45.54,9,2,1,3,12,397.86,5548,44,1,1,3,1000.0,0,1
43.07,8,1,1,3,0,344.56,3808,37,0,1,3,300.0,0,0
21.54,7,1,3,3,2,148.78,3392,43,1,0,3,500.0,1,0
16.17,9,3,1,2,2,143.53,5548,44,1,0,3,1000.0,0,1
31.67,9,3,0,4,12,273.03,4693,34,0,2,1,600.0,0,0
27.62,10,1,4,1,1,275.2,1943,14,0,2,0,200.0,1,1
22.09,6,0,3,5,0,132.54,6017,43,1,0,3,200.0,1,1
20.37,1,1,3,0,0,20.37,6017,43,0,0,3,200.0,1,1
23.7,5,1,1,3,1,117.5,3808,37,0,1,3,300.0,0,0
48.66,0,3,3,5,0,0.0,6017,43,1,1,3,200.0,1,1
26.07,4,0,0,0,0,104.28,4693,34,0,0,1,600.0,0,0
34.83,10,0,1,2,4,344.3,5548,44,1,0,3,1000.0,0,1
25.81,2,3,3,2,1,50.62,6017,43,0,0,3,200.0,1,1
41.77,2,3,2,3,1,82.54,8987,30,0,4,2,300.0,0,0
21.03,6,2,3,2,3,123.18,5468,39,1,3,3,300.0,0,0
44.54,5,3,3,3,5,217.7,23,31,1,3,2,800.0,1,0
25.01,9,1,0,5,4,221.09,9802,15,0,2,3,1000.0,0,1
21.43,5,3,3,5,34,73.15,20,48,0,3,3,300.0,1,1
18.13,0,0,1,5,0,0.0,12,33,0,0,1,400.0,0,1
48.24,8,2,3,5,6,379.92,3727,38,1,0,3,800.0,0,0
18.02,8,1,1,1,7,137.16,72,36,0,2,0,200.0,0,0
14.37,9,3,3,5,3,126.33,6017,43,1,4,3,200.0,1,1
37.7,7,1,3,5,3,260.9,61,47,1,3,2,400.0,0,1
24.35,8,1,2,3,2,192.8,1022,46,1,0,3,400.0,1,0
10.35,8,1,3,3,13,69.8,20,48,1,0,3,300.0,1,1
39.51,2,1,2,5,1,78.02,8987,30,0,2,2,300.0,0,0
40.76,9,1,3,5,1,365.84,3392,43,1,0,3,500.0,1,0
43.84,0,1,0,0,0,0.0,7985,39,0,0,3,500.0,0,1
42.33,5,2,0,3,7,204.65,8583,37,1,0,2,200.0,1,0
48.2,8,0,3,3,5,380.6,6295,49,1,0,2,500.0,0,1
30.9,5,0,0,1,4,150.5,7985,39,0,1,3,500.0,0,1
21.98,1,0,2,0,0,21.98,72,48,1,1,3,1000.0,1,0
38.28,10,1,3,0,0,382.8,6017,43,0,0,3,200.0,1,1
12.01,1,3,2,3,5,7.01,5738,34,0,1,1,200.0,0,0
26.2,7,1,1,2,10,173.4,8261,33,0,1,3,1000.0,0,0
35.62,6,2,1,5,5,208.72,5231,47,1,1,3,800.0,0,0
49.16,8,2,0,0,0,393.28,30,10,0,0,1,300.0,0,0
24.31,7,1,3,5,19,151.17,37,38,1,0,3,800.0,0,1
30.12,0,1,3,5,0,0.0,8057,48,1,0,3,400.0,0,1
27.97,4,2,3,3,5,106.88,1037,50,1,2,3,200.0,0,1
33.43,2,2,3,5,1,65.86,1982,31,0,3,1,400.0,1,1
34.99,0,2,3,5,0,0.0,4032,41,1,3,0,800.0,0,1
15.72,4,2,0,0,0,62.88,2115,33,1,0,3,200.0,0,1
35.18,8,2,3,3,2,279.44,1982,31,0,3,1,400.0,1,1
38.28,0,1,3,4,0,0.0,37,38,1,0,3,800.0,0,1
39.64,3,3,3,2,22,96.92,37,38,1,2,3,800.0,0,1
14.08,2,3,4,0,0,28.16,22,32,1,3,2,600.0,1,0
24.41,6,0,2,0,0,146.46,8090,43,1,1,1,500.0,0,0
20.82,5,1,0,0,0,104.1,1437,50,1,0,3,200.0,0,1
43.71,7,2,1,0,0,305.97,6757,36,1,2,1,600.0,0,1
45.67,9,3,3,0,0,411.03,5606,30,0,1,1,200.0,0,0
46.4,3,0,2,1,4,135.2,9869,30,1,2,3,1000.0,0,1
25.09,3,3,3,0,0,75.27,3060,43,1,2,3,500.0,0,0
48.56,9,1,2,3,5,432.04,9000,31,1,2,3,1000.0,0,1
38.15,5,0,3,1,0,190.75,8057,48,1,3,3,400.0,0,1
10.17,4,2,1,2,1,39.68,79,13,0,0,1,1000.0,0,1
36.66,6,2,3,3,8,211.96,6,35,0,2,0,500.0,1,0
38.1,3,1,3,5,11,103.3,2249,43,1,1,3,1000.0,0,0
35.77,6,1,2,3,14,200.62,9000,31,1,0,3,1000.0,0,1
24.4,3,1,3,5,6,67.2,4032,41,1,0,0,800.0,0,1
24.79,3,0,2,5,3,71.37,9869,30,1,1,3,1000.0,0,1
12.09,7,1,1,1,3,81.63,5962,34,0,1,1,200.0,1,1
18.48,2,3,0,1,2,34.96,1437,50,0,3,3,200.0,0,1
37.11,9,0,3,3,10,323.99,2249,43,1,2,3,1000.0,0,0
39.54,3,0,1,0,0,118.62,2772,39,0,0,2,200.0,0,1
35.79,0,3,2,3,0,0.0,9000,31,1,0,3,1000.0,0,1
24.71,10,3,1,3,3,244.1,4789,34,1,2,3,300.0,1,1
14.46,10,0,3,0,0,144.6,1547,39,1,0,1,500.0,0,1
30.63,8,1,2,0,0,245.04,8090,43,1,0,1,500.0,0,0
43.42,0,0,1,5,0,0.0,5231,47,1,1,3,800.0,0,0
10.59,0,2,3,2,0,0.0,1982,31,0,4,1,400.0,1,1
25.16,5,2,4,0,0,125.8,5853,30,1,2,1,200.0,0,1
29.71,10,1,3,0,0,297.1,6,35,0,1,0,500.0,1,0
31.24,8,1,1,5,11,238.92,6757,36,1,1,1,600.0,0,1
30.76,9,3,1,1,11,265.84,6843,32,0,0,3,800.0,0,1
22.47,2,3,3,3,4,40.94,1982,31,0,0,1,400.0,1,1
40.96,10,1,3,3,38,371.6,6,35,0,3,0,500.0,1,0
15.02,0,0,1,3,0,0.0,4016,45,1,1,3,1000.0,1,1
10.68,10,1,0,3,5,101.8,1235,37,0,2,3,800.0,1,1
10.7,2,1,2,5,1,20.4,8090,43,1,0,1,500.0,0,0
30.72,4,0,3,4,1,121.88,1037,50,1,1,3,200.0,0,1
10.05,0,1,3,1,0,0.0,8057,48,1,0,3,400.0,0,1
21.99,4,1,4,1,3,84.96,64,43,1,1,3,300.0,0,1
35.86,9,1,3,3,5,317.74,37,38,1,3,3,800.0,0,1
43.88,3,0,2,0,0,131.64,3990,35,0,0,1,300.0,0,1
10.94,5,0,3,5,0,54.7,1982,31,0,0,1,400.0,1,1
25.92,1,3,0,1,25,0.92,25,43,1,0,3,500.0,0,0
12.63,0,1,1,5,0,0.0,4543,17,0,1,3,800.0,0,1
19.86,8,3,0,2,2,156.88,9441,22,0,0,1,600.0,0,1
29.36,3,0,1,3,5,83.08,4016,45,1,3,3,1000.0,1,1
49.65,8,2,4,3,2,395.2,5119,33,1,0,3,600.0,0,0
48.51,4,1,4,2,9,185.04,5119,33,0,2,3,600.0,0,0
19.02,5,0,0,2,20,75.1,84,38,0,3,3,800.0,1,0
17.83,6,1,2,1,2,104.98,4608,31,0,3,3,800.0,1,1
33.13,9,0,1,5,2,296.17,6375,37,1,0,3,600.0,0,0
46.7,10,1,1,5,18,449.0,6375,37,0,3,3,600.0,0,0
15.89,4,1,0,2,4,59.56,84,38,0,1,3,800.0,1,0
35.24,1,1,1,3,3,32.24,2590,41,0,1,3,800.0,1,0
19.68,1,1,2,0,0,19.68,36,49,1,3,1,400.0,0,0
30.02,7,0,1,5,5,205.14,7642,31,1,1,1,1000.0,0,0
43.75,1,1,2,1,8,35.75,4608,31,0,4,3,800.0,1,1
48.43,4,1,1,0,0,193.72,80,42,0,0,3,800.0,0,1
20.38,8,3,2,4,12,151.04,3938,37,1,4,1,400.0,0,1
27.48,8,3,4,5,2,217.84,2935,48,1,0,0,300.0,1,0
34.89,4,2,3,5,10,129.56,4971,38,0,1,3,800.0,0,0
30.86,0,3,3,3,0,0.0,6714,46,1,3,3,400.0,1,1
49.09,0,2,3,5,0,0.0,5163,50,1,1,3,800.0,1,1
36.66,5,2,4,5,2,181.3,4716,39,1,0,0,800.0,0,0
24.28,0,0,3,3,0,0.0,3290,32,0,0,3,300.0,0,0
47.05,9,0,3,2,4,419.45,3290,32,0,3,3,300.0,0,0
35.37,4,2,4,4,2,139.48,3942,32,1,1,3,1000.0,1,1
43.92,8,1,3,1,5,346.36,3290,32,1,0,3,300.0,0,0
41.5,5,2,3,3,78,129.5,7,34,0,2,2,1000.0,1,1
20.04,7,1,3,5,35,105.28,7,34,1,0,2,1000.0,1,1
24.34,4,1,4,5,3,94.36,4716,39,1,0,0,800.0,0,0
46.73,8,1,3,4,49,324.84,7,34,1,0,2,1000.0,1,1
41.21,10,0,1,2,8,404.1,6743,45,1,1,0,400.0,1,0
29.9,4,2,1,1,34,85.6,51,33,0,4,0,400.0,0,0
18.19,2,1,1,0,0,36.38,2885,40,1,1,3,300.0,0,1
44.2,7,1,0,0,0,309.4,3945,32,0,1,3,1000.0,1,0
18.28,7,1,3,5,2,125.96,2561,38,0,3,3,400.0,1,0
30.28,4,1,4,1,2,119.12,5475,30,1,3,3,500.0,0,0
10.0,7,1,3,0,0,70.0,2561,38,1,3,3,400.0,1,0
26.66,5,1,3,3,5,128.3,2561,38,0,1,3,400.0,1,0
39.17,5,3,1,3,8,187.85,7792,48,0,0,3,1000.0,0,0
18.97,2,3,4,0,0,37.94,1789,41,1,0,3,1000.0,1,1
17.26,3,0,3,4,32,19.78,90,35,0,0,0,1000.0,0,0
25.73,4,1,4,3,4,98.92,2680,37,1,3,1,1000.0,0,0
31.78,3,1,0,5,4,91.34,7548,38,0,0,2,400.0,0,1
30.55,8,0,3,5,3,241.4,1872,32,1,1,3,400.0,1,0
37.89,7,3,4,3,13,252.23,8170,48,1,1,3,1000.0,0,0
46.84,2,3,3,3,4,89.68,1872,32,1,0,3,400.0,1,0
49.14,1,0,3,0,0,49.14,1872,32,0,4,3,400.0,1,0
16.52,5,1,3,0,0,82.6,1501,41,1,2,3,1000.0,0,0
48.81,1,3,3,3,21,27.81,1501,41,1,1,3,1000.0,0,0
19.4,2,0,3,5,6,32.8,1501,41,1,3,3,1000.0,0,0
44.61,8,1,3,0,0,356.88,2561,38,1,1,3,400.0,1,0
41.87,4,3,2,4,0,167.48,4608,31,0,2,3,800.0,1,1
20.02,3,3,4,0,0,60.06,2680,37,1,3,1,1000.0,0,0
21.51,5,1,1,1,3,104.55,7792,48,0,2,3,1000.0,0,0
39.31,10,1,1,3,60,333.1,51,33,0,2,0,400.0,0,0
24.96,10,1,0,3,0,249.6,84,38,0,0,3,800.0,1,0
35.67,0,0,2,4,0,0.0,3938,37,1,1,1,400.0,0,1
12.7,2,3,3,5,5,20.4,5163,50,1,0,3,800.0,1,1
18.21,7,3,3,5,10,117.47,6799,39,0,0,2,1000.0,0,0
10.6,8,0,3,4,1,83.8,4528,50,1,2,0,500.0,1,0
47.87,6,1,0,4,8,279.22,5955,31,0,2,1,500.0,0,1
14.24,0,1,1,3,0,0.0,9911,36,1,1,3,400.0,0,1
18.11,4,1,3,4,4,68.44,6920,18,0,0,3,500.0,1,0
10.62,0,2,3,1,0,0.0,1260,32,1,4,3,300.0,0,0
36.9,7,3,0,1,22,236.3,4530,37,0,1,0,300.0,0,0
39.94,8,0,3,0,0,319.52,2640,47,1,2,3,300.0,0,1
19.68,8,2,1,2,4,153.44,5305,39,1,0,3,500.0,1,0
39.55,3,1,3,1,3,115.65,2800,39,0,1,3,400.0,0,0
10.55,5,1,3,3,1,51.75,4528,50,1,2,0,500.0,1,0
34.27,8,0,3,4,0,274.16,6920,18,0,3,3,500.0,1,0
36.91,0,2,1,5,0,0.0,14,42,0,2,3,200.0,0,1
48.06,6,3,3,0,0,288.36,1872,32,0,3,3,400.0,1,0
24.74,7,1,0,3,11,162.18,4530,37,0,3,0,300.0,0,0
36.66,3,1,3,3,36,73.98,23,31,1,4,2,800.0,1,0
41.5,7,1,3,1,59,231.5,9,17,0,4,3,300.0,0,1
12.56,9,1,2,5,1,112.04,5738,34,0,2,1,200.0,0,0
21.7,4,1,3,5,5,81.8,23,31,1,1,2,800.0,1,0
30.11,10,1,4,3,1,300.1,6916,43,1,0,3,1000.0,0,0
47.08,8,3,3,2,4,372.64,6017,43,1,3,3,200.0,1,1
14.22,7,0,0,5,1,98.54,3706,40,1,0,3,400.0,0,0
26.39,0,1,0,3,0,0.0,7089,38,1,3,1,200.0,0,1
20.41,0,3,3,0,0,0.0,9724,41,1,0,3,400.0,1,1
12.82,2,0,0,4,1,24.64,9802,15,0,1,3,1000.0,0,1
36.57,6,1,3,3,17,202.42,1501,41,1,0,3,1000.0,0,0
21.57,2,0,0,3,0,43.14,7985,39,0,1,3,500.0,0,1
46.55,6,1,1,0,0,279.3,5231,47,1,0,3,800.0,0,0
