订单ID,用户ID,商品名称,包装规格,单价(元),数量(个),订单金额(元),下单时间,消费城市级别,支付方式,优惠方式,优惠金额(元),实际支付(元),库存剩余(件),商品评分,是否复购,客户年龄段
9806988,934740,糖醋里脊,200g,38.31,10,383.1,2024/10/10 3:15,三线,支付宝,会员折扣,38,345.1,55,24,1,25-34
6588000,726466,凉拌黄瓜,1000g,13.27,7,92.89,2024/9/19 15:54,新一线,微信,满减,1,91.89,7981,31,0,25-34
1367106,162517,鱼香肉丝,200g,29.39,1,29.39,2024/3/19 20:40,一线,微信,店铺券,10,19.39,72,32,0,18-24
3422134,317470,宫保鸡丁,200g,16.63,8,133.04,2024/4/24 9:06,三线,支付宝,会员折扣,6,127.04,3673,43,1,25-34
7834341,661024,鱼香肉丝,800g,28.49,7,199.43,2024/1/4 15:23,三线,银行卡,无,0,199.43,60,32,0,18-24
8072778,688835,凉拌黄瓜,1000g,31.82,4,127.28,2024/10/13 2:39,二线,余额,满减,11,116.28,8327,42,1,45-54
9768747,730371,鱼香肉丝,400g,42.26,4,169.04,2024/7/14 8:20,一线,支付宝,会员折扣,5,164.04,9724,41,1,18-24
2877035,774453,宫保鸡丁,800g,20.34,6,122.04,2024/12/26 23:56,新一线,余额,秒杀,4,118.04,2333,36,0,45-54
1067736,923659,番茄炒蛋,300g,23.21,1,23.21,2024/1/24 9:09,新一线,支付宝,会员折扣,15,8.21,9,17,0,18-24
2155623,750732,螺蛳粉,200g,40.27,10,402.7,2024/5/21 5:31,新一线,云闪付,满减,7,395.7,3262,35,0,25-34
8716988,309186,螺蛳粉,300g,28.05,8,224.4,2024/8/19 18:08,三线,云闪付,会员折扣,28,196.4,84,41,1,45-54
2155623,750732,螺蛳粉,200g,28.56,4,114.24,2024/5/21 5:31,新一线,云闪付,会员折扣,1,113.24,3262,35,0,25-34
3411915,942847,蒜蓉西兰花,200g,46.37,5,231.85,2024/1/30 7:54,三线,银行卡,会员折扣,6,225.85,1541,25,1,45-54
1067736,923659,番茄炒蛋,300g,29.91,1,29.91,2024/1/24 9:09,一线,支付宝,店铺券,17,12.91,9,17,0,45-54
4743796,280399,宫保鸡丁,200g,41.02,2,82.04,2024/6/25 8:01,新一线,云闪付,平台券,22,60.04,14,42,0,45-54
8146892,247206,鱼香肉丝,1000g,30.93,3,92.79,2024/7/25 0:08,新一线,余额,秒杀,16,76.79,7556,50,1,25-34
8146892,247206,鱼香肉丝,1000g,41.71,1,41.71,2024/7/25 0:08,二线,余额,无,0,41.71,7556,50,1,18-24
2116138,571795,清蒸鲈鱼,400g,33.1,0,0,2024/4/23 15:35,新一线,银行卡,会员折扣,0,0,20,46,1,18-24
2062201,646906,糖醋里脊,600g,35.38,3,106.14,2024/5/18 6:22,一线,余额,会员折扣,6,100.14,7214,32,1,18-24
3062969,450592,蒜蓉西兰花,500g,25.84,8,206.72,2024/2/9 22:18,三线,微信,无,0,206.72,33,13,0,18-24
2634226,976013,蒜蓉西兰花,400g,22.67,7,158.69,2024/7/27 21:25,新一线,余额,无,0,158.69,77,45,1,55+
6588000,726466,凉拌黄瓜,1000g,46.25,9,416.25,2024/9/19 15:54,三线,微信,会员折扣,6,410.25,7981,31,0,18-24
5799471,354815,番茄炒蛋,300g,15.63,3,46.89,2024/7/28 1:27,新一线,支付宝,满减,1,45.89,8241,13,0,18-24
1441459,844542,宫保鸡丁,300g,45.76,5,228.8,2024/3/3 17:29,新一线,支付宝,满减,75,153.8,20,48,1,45-54
8035671,529518,回锅肉,500g,36.17,6,217.02,2024/11/18 19:49,一线,微信,无,0,217.02,7663,39,1,18-24
1441459,844542,宫保鸡丁,300g,27.61,0,0,2024/3/3 17:29,一线,支付宝,满减,0,0,20,48,1,45-54
1441459,844542,宫保鸡丁,300g,42.14,6,252.84,2024/3/3 17:29,一线,支付宝,店铺券,29,223.84,20,48,1,18-24
1980842,146020,糖醋里脊,500g,24.31,1,24.31,2024/10/7 23:19,二线,云闪付,会员折扣,0,24.31,8014,34,0,55+
8765055,872506,凉拌黄瓜,200g,43.13,3,129.39,2024/3/20 0:36,三线,云闪付,会员折扣,2,127.39,7391,45,1,18-24
1441459,844542,宫保鸡丁,300g,15.68,2,31.36,2024/3/3 17:29,一线,支付宝,满减,0,31.36,20,48,0,45-54
8900618,487072,蒜蓉西兰花,400g,28.01,0,0,2024/12/25 16:11,一线,银行卡,会员折扣,0,0,3097,38,0,25-34
1189010,330135,麻婆豆腐,400g,35.37,10,353.7,2024/6/5 6:10,三线,余额,秒杀,18,335.7,4242,46,1,25-34
4932946,446253,糖醋里脊,200g,15.05,9,135.45,2024/10/10 8:54,一线,余额,平台券,7,128.45,4018,32,0,18-24
4806186,903302,鱼香肉丝,800g,37.45,8,299.6,2024/4/26 8:20,二线,银行卡,无,0,299.6,6367,47,1,35-44
6571201,563310,回锅肉,300g,17,2,34,2024/6/24 8:24,二线,支付宝,店铺券,1,33,79,40,1,45-54
8900618,487072,蒜蓉西兰花,400g,37.77,5,188.85,2024/12/25 16:11,新一线,银行卡,满减,7,181.85,3097,38,1,18-24
4932946,446253,糖醋里脊,200g,36.13,7,252.91,2024/10/10 8:54,新一线,余额,满减,2,250.91,4018,32,0,25-34
4932946,446253,糖醋里脊,200g,44.85,3,134.55,2024/10/10 8:54,新一线,余额,店铺券,19,115.55,4018,32,0,35-44
1189010,330135,麻婆豆腐,400g,14.44,0,0,2024/6/5 6:10,新一线,余额,无,0,0,4242,46,1,18-24
4196457,583172,蒜蓉西兰花,1000g,31.87,7,223.09,2024/7/3 22:48,一线,余额,店铺券,11,212.09,95,32,0,25-34
3355177,683283,凉拌黄瓜,400g,22.19,5,110.95,2024/11/19 20:23,三线,云闪付,会员折扣,12,98.95,12,33,0,45-54
3101763,112860,凉拌黄瓜,200g,44.91,5,224.55,2024/2/19 10:33,三线,微信,无,0,224.55,5738,34,0,18-24
2176558,462902,螺蛳粉,200g,31.63,6,189.78,2024/4/26 1:00,三线,云闪付,无,0,189.78,72,36,0,18-24
2664091,511301,糖醋里脊,400g,11.93,9,107.37,2024/11/17 23:38,新一线,微信,满减,2,105.37,1022,46,1,18-24
1299090,510369,番茄炒蛋,1000g,36.71,8,293.68,2024/12/24 17:27,二线,余额,满减,28,265.68,48,48,1,18-24
1299090,510369,番茄炒蛋,1000g,33.73,6,202.38,2024/12/24 17:27,三线,余额,平台券,52,150.38,48,48,1,45-54
4348710,334460,鱼香肉丝,800g,45.69,9,411.21,2024/7/7 13:53,新一线,银行卡,无,0,411.21,25,39,1,18-24
2472899,860150,麻婆豆腐,300g,19.58,0,0,2024/10/22 1:50,二线,微信,满减,0,0,8987,30,0,45-54
5366688,975283,回锅肉,500g,49.82,6,298.92,2024/4/9 13:40,新一线,余额,秒杀,9,289.92,8759,34,0,18-24
4267157,915116,糖醋里脊,1000g,12.55,5,62.75,2024/2/17 16:16,新一线,微信,满减,0,62.75,72,48,1,45-54
3934110,335740,蒜蓉西兰花,200g,14.6,7,102.2,2024/1/31 9:01,二线,支付宝,会员折扣,6,96.2,9165,37,1,45-54
3934110,335740,蒜蓉西兰花,200g,43.17,4,172.68,2024/1/31 9:01,一线,支付宝,无,0,172.68,9165,37,1,25-34
8499130,225865,宫保鸡丁,800g,22.68,7,158.76,2024/6/27 13:47,二线,余额,无,0,158.76,9445,42,1,25-34
1833296,653275,麻婆豆腐,300g,27.38,6,164.28,2024/5/15 23:34,新一线,云闪付,会员折扣,41,123.28,68,38,0,25-34
1833296,653275,麻婆豆腐,300g,34.08,4,136.32,2024/5/15 23:34,三线,云闪付,平台券,25,111.32,68,38,0,35-44
2708383,842464,糖醋里脊,500g,27.74,3,83.22,2024/3/7 12:05,新一线,银行卡,满减,1,82.22,7985,39,0,55+
5580557,863577,麻婆豆腐,800g,38.11,6,228.66,2024/8/3 0:12,新一线,支付宝,平台券,22,206.66,23,31,1,25-34
5580557,863577,麻婆豆腐,800g,19.5,1,19.5,2024/8/3 0:12,三线,支付宝,满减,19,0.5,23,31,1,18-24
1833296,653275,麻婆豆腐,300g,29.51,1,29.51,2024/5/15 23:34,新一线,云闪付,会员折扣,29,0.51,68,38,0,45-54
5366688,975283,回锅肉,500g,34.03,8,272.24,2024/4/9 13:40,新一线,余额,会员折扣,3,269.24,8759,34,0,25-34
5580557,863577,麻婆豆腐,800g,35.36,2,70.72,2024/8/3 0:12,新一线,支付宝,无,0,70.72,23,31,1,18-24
4267157,915116,糖醋里脊,1000g,20.18,6,121.08,2024/2/17 16:16,新一线,微信,无,0,121.08,72,48,0,18-24
4262813,512571,蒜蓉西兰花,200g,28.9,3,86.7,2024/10/21 17:18,二线,余额,会员折扣,4,82.7,7085,44,1,25-34
8392210,189676,糖醋里脊,1000g,11.83,1,11.83,2024/6/28 12:29,二线,银行卡,平台券,1,10.83,9802,15,0,25-34
9042869,723361,番茄炒蛋,500g,30.66,0,0,2024/6/10 7:38,新一线,云闪付,会员折扣,0,0,48,39,1,45-54
7063445,495794,糖醋里脊,800g,42.1,5,210.5,2024/12/12 3:20,三线,银行卡,平台券,80,130.5,64,45,1,45-54
4262813,512571,蒜蓉西兰花,200g,30.51,6,183.06,2024/10/21 17:18,新一线,余额,秒杀,6,177.06,7085,44,1,18-24
5366688,975283,回锅肉,500g,13.48,2,26.96,2024/4/9 13:40,二线,余额,无,0,26.96,8759,34,0,18-24
2472899,860150,麻婆豆腐,300g,14.55,10,145.5,2024/10/22 1:50,二线,微信,平台券,0,145.5,8987,30,0,18-24
8499130,225865,宫保鸡丁,800g,23.81,1,23.81,2024/6/27 13:47,一线,余额,秒杀,7,16.81,9445,42,1,18-24
3934110,335740,蒜蓉西兰花,200g,30.3,2,60.6,2024/1/31 9:01,二线,支付宝,无,0,60.6,9165,37,1,18-24
2708383,842464,糖醋里脊,500g,49.71,9,447.39,2024/3/7 12:05,三线,银行卡,店铺券,7,440.39,7985,39,0,45-54
8392210,189676,糖醋里脊,1000g,26.44,0,0,2024/6/28 12:29,二线,银行卡,会员折扣,0,0,9802,15,0,25-34
5580557,863577,麻婆豆腐,800g,46.3,3,138.9,2024/8/3 0:12,一线,支付宝,无,0,138.9,23,31,1,45-54
4267157,915116,糖醋里脊,1000g,42.95,2,85.9,2024/2/17 16:16,三线,微信,满减,9,76.9,72,48,1,18-24
5366688,975283,回锅肉,500g,48.2,2,96.4,2024/4/9 13:40,二线,余额,会员折扣,8,88.4,8759,34,0,25-34
1833296,653275,麻婆豆腐,300g,42.85,8,342.8,2024/5/15 23:34,一线,云闪付,店铺券,60,282.8,68,38,0,25-34
3934110,335740,蒜蓉西兰花,200g,37.46,1,37.46,2024/1/31 9:01,三线,支付宝,会员折扣,14,23.46,9165,37,1,25-34
3018512,262818,宫保鸡丁,500g,24.76,3,74.28,2024/2/6 15:53,新一线,云闪付,无,0,74.28,8,31,1,25-34
7521161,143336,糖醋里脊,300g,12.84,1,12.84,2024/7/17 21:52,三线,支付宝,会员折扣,1,11.84,5468,39,1,18-24
2023374,524398,鱼香肉丝,800g,36.74,4,146.96,2024/2/6 19:28,新一线,支付宝,会员折扣,12,134.96,2546,32,1,18-24
9612959,363302,宫保鸡丁,800g,33.75,9,303.75,2024/4/28 14:32,新一线,云闪付,秒杀,0,303.75,4925,47,1,18-24
5418578,328553,蒜蓉西兰花,200g,46.53,10,465.3,2024/11/29 20:10,一线,银行卡,会员折扣,24,441.3,7089,38,1,45-54
7521161,143336,糖醋里脊,300g,14.82,6,88.92,2024/7/17 21:52,三线,支付宝,店铺券,1,87.92,5468,39,1,18-24
5739516,604672,回锅肉,500g,26.88,2,53.76,2024/9/16 5:55,新一线,余额,店铺券,15,38.76,14,35,1,45-54
8729079,888701,番茄炒蛋,600g,33.09,3,99.27,2024/10/27 11:41,新一线,余额,会员折扣,4,95.27,1751,34,1,18-24
7756429,148875,麻婆豆腐,500g,39.17,4,156.68,2024/7/5 18:26,二线,支付宝,秒杀,7,149.68,6295,49,1,45-54
7257526,361467,糖醋里脊,800g,41.56,4,166.24,2024/2/16 1:13,新一线,支付宝,店铺券,6,160.24,3727,38,1,18-24
1335153,552672,鱼香肉丝,200g,44.3,10,443,2024/9/23 21:04,一线,银行卡,秒杀,15,428,1310,36,1,25-34
4605518,940890,蒜蓉西兰花,1000g,46.67,5,233.35,2024/2/24 9:52,新一线,银行卡,满减,9,224.35,5662,10,0,18-24
3997493,700797,麻婆豆腐,200g,27.24,6,163.44,2024/7/21 5:08,二线,银行卡,会员折扣,8,155.44,8583,37,1,18-24
7756429,148875,麻婆豆腐,500g,24.85,4,99.4,2024/7/5 18:26,新一线,支付宝,秒杀,4,95.4,6295,49,0,25-34
1427786,341431,凉拌黄瓜,600g,37.54,10,375.4,2024/6/4 9:13,一线,支付宝,店铺券,6,369.4,5323,24,0,18-24
3817825,989867,麻婆豆腐,400g,24.98,4,99.92,2024/6/27 8:09,一线,支付宝,秒杀,24,75.92,61,47,1,18-24
3817825,989867,麻婆豆腐,400g,27.22,5,136.1,2024/6/27 8:09,一线,支付宝,无,0,136.1,61,47,0,45-54
1821082,700703,清蒸鲈鱼,500g,37.08,4,148.32,2024/6/9 10:27,三线,余额,会员折扣,7,141.32,2897,43,1,18-24
1821082,700703,清蒸鲈鱼,500g,24.58,1,24.58,2024/6/9 10:27,三线,余额,店铺券,0,24.58,2897,43,1,25-34
3920052,340990,螺蛳粉,200g,29.42,10,294.2,2024/2/11 8:10,一线,支付宝,会员折扣,3,291.2,4542,41,1,25-34
8468750,893622,糖醋里脊,200g,22.56,4,90.24,2024/10/20 6:45,二线,支付宝,满减,1,89.24,6017,43,1,25-34
5839094,739586,回锅肉,1000g,45.54,9,409.86,2024/4/2 17:41,二线,云闪付,满减,12,397.86,5548,44,1,25-34
4729245,924335,回锅肉,300g,43.07,8,344.56,2024/5/7 1:21,新一线,云闪付,满减,0,344.56,3808,37,0,25-34
4957142,386274,番茄炒蛋,500g,21.54,7,150.78,2024/2/11 23:27,新一线,支付宝,满减,2,148.78,3392,43,1,18-24
5839094,739586,回锅肉,1000g,16.17,9,145.53,2024/4/2 17:41,三线,云闪付,店铺券,2,143.53,5548,44,1,18-24
8865299,930437,凉拌黄瓜,600g,31.67,9,285.03,2024/4/25 14:03,三线,银行卡,秒杀,12,273.03,4693,34,0,35-44
7787136,381569,螺蛳粉,200g,27.62,10,276.2,2024/3/30 7:16,新一线,余额,平台券,1,275.2,1943,14,0,35-44
8468750,893622,糖醋里脊,200g,22.09,6,132.54,2024/10/20 6:45,一线,支付宝,会员折扣,0,132.54,6017,43,1,18-24
8468750,893622,糖醋里脊,200g,20.37,1,20.37,2024/10/20 6:45,新一线,支付宝,无,0,20.37,6017,43,0,18-24
4729245,924335,回锅肉,300g,23.7,5,118.5,2024/5/7 1:21,新一线,云闪付,满减,1,117.5,3808,37,0,25-34
8468750,893622,糖醋里脊,200g,48.66,0,0,2024/10/20 6:45,三线,支付宝,会员折扣,0,0,6017,43,1,25-34
8865299,930437,凉拌黄瓜,600g,26.07,4,104.28,2024/4/25 14:03,一线,银行卡,无,0,104.28,4693,34,0,18-24
5839094,739586,回锅肉,1000g,34.83,10,348.3,2024/4/2 17:41,一线,云闪付,店铺券,4,344.3,5548,44,1,18-24
8468750,893622,糖醋里脊,200g,25.81,2,51.62,2024/10/20 6:45,三线,支付宝,店铺券,1,50.62,6017,43,0,18-24
2472899,860150,麻婆豆腐,300g,41.77,2,83.54,2024/10/22 1:50,三线,微信,满减,1,82.54,8987,30,0,55+
7521161,143336,糖醋里脊,300g,21.03,6,126.18,2024/7/17 21:52,二线,支付宝,店铺券,3,123.18,5468,39,1,45-54
5580557,863577,麻婆豆腐,800g,44.54,5,222.7,2024/8/3 0:12,三线,支付宝,满减,5,217.7,23,31,1,45-54
8392210,189676,糖醋里脊,1000g,25.01,9,225.09,2024/6/28 12:29,新一线,银行卡,会员折扣,4,221.09,9802,15,0,35-44
1441459,844542,宫保鸡丁,300g,21.43,5,107.15,2024/3/3 17:29,三线,支付宝,会员折扣,34,73.15,20,48,0,45-54
3355177,683283,凉拌黄瓜,400g,18.13,0,0,2024/11/19 20:23,一线,云闪付,会员折扣,0,0,12,33,0,18-24
7257526,361467,糖醋里脊,800g,48.24,8,385.92,2024/2/16 1:13,二线,支付宝,会员折扣,6,379.92,3727,38,1,18-24
2176558,462902,螺蛳粉,200g,18.02,8,144.16,2024/4/26 1:00,新一线,云闪付,平台券,7,137.16,72,36,0,35-44
8468750,893622,糖醋里脊,200g,14.37,9,129.33,2024/10/20 6:45,三线,支付宝,会员折扣,3,126.33,6017,43,1,55+
3817825,989867,麻婆豆腐,400g,37.7,7,263.9,2024/6/27 8:09,新一线,支付宝,会员折扣,3,260.9,61,47,1,45-54
2664091,511301,糖醋里脊,400g,24.35,8,194.8,2024/11/17 23:38,新一线,微信,满减,2,192.8,1022,46,1,18-24
1441459,844542,宫保鸡丁,300g,10.35,8,82.8,2024/3/3 17:29,新一线,支付宝,满减,13,69.8,20,48,1,18-24
2472899,860150,麻婆豆腐,300g,39.51,2,79.02,2024/10/22 1:50,新一线,微信,会员折扣,1,78.02,8987,30,0,35-44
4957142,386274,番茄炒蛋,500g,40.76,9,366.84,2024/2/11 23:27,新一线,支付宝,会员折扣,1,365.84,3392,43,1,18-24
2708383,842464,糖醋里脊,500g,43.84,0,0,2024/3/7 12:05,新一线,银行卡,无,0,0,7985,39,0,18-24
3997493,700797,麻婆豆腐,200g,42.33,5,211.65,2024/7/21 5:08,二线,银行卡,满减,7,204.65,8583,37,1,18-24
7756429,148875,麻婆豆腐,500g,48.2,8,385.6,2024/7/5 18:26,一线,支付宝,满减,5,380.6,6295,49,1,18-24
2708383,842464,糖醋里脊,500g,30.9,5,154.5,2024/3/7 12:05,一线,银行卡,平台券,4,150.5,7985,39,0,25-34
4267157,915116,糖醋里脊,1000g,21.98,1,21.98,2024/2/17 16:16,一线,微信,无,0,21.98,72,48,1,25-34
8468750,893622,糖醋里脊,200g,38.28,10,382.8,2024/10/20 6:45,新一线,支付宝,无,0,382.8,6017,43,0,18-24
3101763,112860,凉拌黄瓜,200g,12.01,1,12.01,2024/2/19 10:33,三线,微信,满减,5,7.01,5738,34,0,25-34
9800021,771824,宫保鸡丁,1000g,26.2,7,183.4,2024/7/30 15:50,新一线,云闪付,店铺券,10,173.4,8261,33,0,25-34
6333549,653221,番茄炒蛋,800g,35.62,6,213.72,2024/4/29 15:28,二线,云闪付,会员折扣,5,208.72,5231,47,1,25-34
3241204,159986,凉拌黄瓜,300g,49.16,8,393.28,2024/8/22 21:41,二线,银行卡,无,0,393.28,30,10,0,18-24
7658804,221911,清蒸鲈鱼,800g,24.31,7,170.17,2024/1/30 11:57,新一线,支付宝,会员折扣,19,151.17,37,38,1,18-24
8395139,389597,清蒸鲈鱼,400g,30.12,0,0,2024/8/6 19:38,新一线,支付宝,会员折扣,0,0,8057,48,1,18-24
2694568,724215,宫保鸡丁,200g,27.97,4,111.88,2024/8/16 18:47,二线,支付宝,满减,5,106.88,1037,50,1,35-44
8719655,725205,凉拌黄瓜,400g,33.43,2,66.86,2024/10/20 19:45,二线,支付宝,会员折扣,1,65.86,1982,31,0,45-54
6068909,687574,螺蛳粉,800g,34.99,0,0,2024/10/24 8:46,二线,支付宝,会员折扣,0,0,4032,41,1,45-54
5983639,870936,番茄炒蛋,200g,15.72,4,62.88,2024/4/26 11:13,二线,银行卡,无,0,62.88,2115,33,1,18-24
8719655,725205,凉拌黄瓜,400g,35.18,8,281.44,2024/10/20 19:45,二线,支付宝,满减,2,279.44,1982,31,0,45-54
7658804,221911,清蒸鲈鱼,800g,38.28,0,0,2024/1/30 11:57,新一线,支付宝,秒杀,0,0,37,38,1,18-24
7658804,221911,清蒸鲈鱼,800g,39.64,3,118.92,2024/1/30 11:57,三线,支付宝,店铺券,22,96.92,37,38,1,35-44
1484497,633000,麻婆豆腐,600g,14.08,2,28.16,2024/3/3 15:48,三线,余额,无,0,28.16,22,32,1,45-54
2732469,866284,凉拌黄瓜,500g,24.41,6,146.46,2024/11/26 21:50,一线,微信,无,0,146.46,8090,43,1,25-34
6763346,340011,宫保鸡丁,200g,20.82,5,104.1,2024/11/22 9:24,新一线,银行卡,无,0,104.1,1437,50,1,18-24
7781688,622512,凉拌黄瓜,600g,43.71,7,305.97,2024/1/19 6:00,二线,云闪付,无,0,305.97,6757,36,1,35-44
2796686,122117,蒜蓉西兰花,200g,45.67,9,411.03,2024/11/25 23:02,三线,支付宝,无,0,411.03,5606,30,0,25-34
8802113,330702,鱼香肉丝,1000g,46.4,3,139.2,2024/7/31 19:37,一线,微信,平台券,4,135.2,9869,30,1,35-44
6721896,463506,回锅肉,500g,25.09,3,75.27,2024/1/24 23:41,三线,支付宝,无,0,75.27,3060,43,1,35-44
4546194,303697,宫保鸡丁,1000g,48.56,9,437.04,2024/9/3 19:39,新一线,微信,满减,5,432.04,9000,31,1,35-44
8395139,389597,清蒸鲈鱼,400g,38.15,5,190.75,2024/8/6 19:38,一线,支付宝,平台券,0,190.75,8057,48,1,45-54
2267391,356251,凉拌黄瓜,1000g,10.17,4,40.68,2024/6/21 9:59,二线,云闪付,店铺券,1,39.68,79,13,0,18-24
7642606,933110,螺蛳粉,500g,36.66,6,219.96,2024/4/7 3:46,二线,支付宝,满减,8,211.96,6,35,0,35-44
3945623,141878,糖醋里脊,1000g,38.1,3,114.3,2024/11/12 22:49,新一线,支付宝,会员折扣,11,103.3,2249,43,1,25-34
4546194,303697,宫保鸡丁,1000g,35.77,6,214.62,2024/9/3 19:39,新一线,微信,满减,14,200.62,9000,31,1,18-24
6068909,687574,螺蛳粉,800g,24.4,3,73.2,2024/10/24 8:46,新一线,支付宝,会员折扣,6,67.2,4032,41,1,18-24
8802113,330702,鱼香肉丝,1000g,24.79,3,74.37,2024/7/31 19:37,一线,微信,会员折扣,3,71.37,9869,30,1,25-34
2422287,406844,蒜蓉西兰花,200g,12.09,7,84.63,2024/10/6 18:40,新一线,云闪付,平台券,3,81.63,5962,34,0,25-34
6763346,340011,宫保鸡丁,200g,18.48,2,36.96,2024/11/22 9:24,三线,银行卡,平台券,2,34.96,1437,50,0,45-54
3945623,141878,糖醋里脊,1000g,37.11,9,333.99,2024/11/12 22:49,一线,支付宝,满减,10,323.99,2249,43,1,35-44
2194394,528825,麻婆豆腐,200g,39.54,3,118.62,2024/12/26 8:12,一线,云闪付,无,0,118.62,2772,39,0,18-24
4546194,303697,宫保鸡丁,1000g,35.79,0,0,2024/9/3 19:39,三线,微信,满减,0,0,9000,31,1,18-24
6138191,378149,回锅肉,300g,24.71,10,247.1,2024/4/6 17:20,三线,云闪付,满减,3,244.1,4789,34,1,35-44
1484012,504180,蒜蓉西兰花,500g,14.46,10,144.6,2024/8/30 6:01,一线,支付宝,无,0,144.6,1547,39,1,18-24
2732469,866284,凉拌黄瓜,500g,30.63,8,245.04,2024/11/26 21:50,新一线,微信,无,0,245.04,8090,43,1,18-24
6333549,653221,番茄炒蛋,800g,43.42,0,0,2024/4/29 15:28,一线,云闪付,会员折扣,0,0,5231,47,1,25-34
8719655,725205,凉拌黄瓜,400g,10.59,0,0,2024/10/20 19:45,二线,支付宝,店铺券,0,0,1982,31,0,55+
9390446,237962,凉拌黄瓜,200g,25.16,5,125.8,2024/6/6 11:49,二线,余额,无,0,125.8,5853,30,1,35-44
7642606,933110,螺蛳粉,500g,29.71,10,297.1,2024/4/7 3:46,新一线,支付宝,无,0,297.1,6,35,0,25-34
7781688,622512,凉拌黄瓜,600g,31.24,8,249.92,2024/1/19 6:00,新一线,云闪付,会员折扣,11,238.92,6757,36,1,25-34
5428063,945416,番茄炒蛋,800g,30.76,9,276.84,2024/3/18 17:20,三线,云闪付,平台券,11,265.84,6843,32,0,18-24
8719655,725205,凉拌黄瓜,400g,22.47,2,44.94,2024/10/20 19:45,三线,支付宝,满减,4,40.94,1982,31,0,18-24
7642606,933110,螺蛳粉,500g,40.96,10,409.6,2024/4/7 3:46,新一线,支付宝,满减,38,371.6,6,35,0,45-54
2556959,913409,回锅肉,1000g,15.02,0,0,2024/11/9 9:03,一线,云闪付,满减,0,0,4016,45,1,25-34
5196965,644802,回锅肉,800g,10.68,10,106.8,2024/9/1 9:38,新一线,银行卡,满减,5,101.8,1235,37,0,35-44
2732469,866284,凉拌黄瓜,500g,10.7,2,21.4,2024/11/26 21:50,新一线,微信,会员折扣,1,20.4,8090,43,1,18-24
2694568,724215,宫保鸡丁,200g,30.72,4,122.88,2024/8/16 18:47,一线,支付宝,秒杀,1,121.88,1037,50,1,25-34
8395139,389597,清蒸鲈鱼,400g,10.05,0,0,2024/8/6 19:38,新一线,支付宝,平台券,0,0,8057,48,1,18-24
3351509,288913,宫保鸡丁,300g,21.99,4,87.96,2024/1/16 13:22,新一线,余额,平台券,3,84.96,64,43,1,25-34
7658804,221911,清蒸鲈鱼,800g,35.86,9,322.74,2024/1/30 11:57,新一线,支付宝,满减,5,317.74,37,38,1,45-54
1323681,153464,蒜蓉西兰花,300g,43.88,3,131.64,2024/1/1 17:12,一线,微信,无,0,131.64,3990,35,0,18-24
8719655,725205,凉拌黄瓜,400g,10.94,5,54.7,2024/10/20 19:45,一线,支付宝,会员折扣,0,54.7,1982,31,0,18-24
1577578,836209,清蒸鲈鱼,500g,25.92,1,25.92,2024/9/20 0:08,三线,银行卡,平台券,25,0.92,25,43,1,18-24
3599854,502768,回锅肉,800g,12.63,0,0,2024/12/25 13:30,新一线,云闪付,会员折扣,0,0,4543,17,0,25-34
5604591,704665,蒜蓉西兰花,600g,19.86,8,158.88,2024/7/11 11:05,三线,银行卡,店铺券,2,156.88,9441,22,0,18-24
2556959,913409,回锅肉,1000g,29.36,3,88.08,2024/11/9 9:03,一线,云闪付,满减,5,83.08,4016,45,1,45-54
6557360,632060,番茄炒蛋,600g,49.65,8,397.2,2024/6/19 1:54,二线,余额,满减,2,395.2,5119,33,1,18-24
6557360,632060,番茄炒蛋,600g,48.51,4,194.04,2024/6/19 1:54,新一线,余额,店铺券,9,185.04,5119,33,0,35-44
9139724,341245,番茄炒蛋,800g,19.02,5,95.1,2024/11/30 5:28,一线,银行卡,店铺券,20,75.1,84,38,0,45-54
9904982,467947,糖醋里脊,800g,17.83,6,106.98,2024/11/16 7:44,新一线,微信,平台券,2,104.98,4608,31,0,45-54
2500529,693546,宫保鸡丁,600g,33.13,9,298.17,2024/4/19 4:39,一线,云闪付,会员折扣,2,296.17,6375,37,1,18-24
2500529,693546,宫保鸡丁,600g,46.7,10,467,2024/4/19 4:39,新一线,云闪付,会员折扣,18,449,6375,37,0,45-54
9139724,341245,番茄炒蛋,800g,15.89,4,63.56,2024/11/30 5:28,新一线,银行卡,店铺券,4,59.56,84,38,0,25-34
5718806,770377,鱼香肉丝,800g,35.24,1,35.24,2024/9/22 0:36,新一线,云闪付,满减,3,32.24,2590,41,0,25-34
6479808,529467,蒜蓉西兰花,400g,19.68,1,19.68,2024/3/19 3:27,新一线,微信,无,0,19.68,36,49,1,45-54
9572031,591402,凉拌黄瓜,1000g,30.02,7,210.14,2024/11/8 10:22,一线,云闪付,会员折扣,5,205.14,7642,31,1,25-34
9904982,467947,糖醋里脊,800g,43.75,1,43.75,2024/11/16 7:44,新一线,微信,平台券,8,35.75,4608,31,0,55+
8315588,628971,宫保鸡丁,800g,48.43,4,193.72,2024/1/9 18:16,新一线,云闪付,无,0,193.72,80,42,0,18-24
1630096,883383,凉拌黄瓜,400g,20.38,8,163.04,2024/7/30 6:42,三线,微信,秒杀,12,151.04,3938,37,1,55+
1458076,916710,螺蛳粉,300g,27.48,8,219.84,2024/9/14 3:18,三线,余额,会员折扣,2,217.84,2935,48,1,18-24
