单价(元),数量(个),消费城市级别,支付方式,优惠方式,优惠金额(元),实际支付(元),库存剩余(件),商品评分,是否复购,客户年龄段,商品类别,包装规格(g),是否节假日,是否用餐高峰
43.48,9,二线,支付宝,平台券,5,386.32,8057,48,1,25-34,肉食,400.0,否,是
37.9,1,新一线,余额,无,0,37.9,64,43,1,25-34,肉食,300.0,否,是
37.21,4,三线,支付宝,无,0,148.84,37,38,1,45-54,肉食,800.0,否,是
40.11,6,三线,微信,会员折扣,5,235.66,3990,35,0,18-24,蔬菜,300.0,否,是
16.34,0,新一线,支付宝,会员折扣,0,0.0,1982,31,0,18-24,蔬菜,400.0,是,是
15.15,5,新一线,银行卡,会员折扣,8,67.75,25,43,1,18-24,肉食,500.0,否,否
39.74,7,新一线,云闪付,满减,18,260.18,4543,17,0,25-34,肉食,800.0,否,是
42.72,6,一线,银行卡,会员折扣,5,251.32,9441,22,0,25-34,蔬菜,600.0,否,是
43.29,0,二线,云闪付,无,0,0.0,4016,45,1,35-44,肉食,1000.0,是,是
20.39,7,三线,余额,秒杀,3,139.73,5119,33,1,18-24,肉食,600.0,否,否
31.6,1,二线,余额,无,0,31.6,5119,33,0,18-24,肉食,600.0,否,否
40.44,1,二线,银行卡,店铺券,40,0.44,84,38,0,45-54,肉食,800.0,是,否
31.65,1,新一线,微信,无,0,31.65,4608,31,0,35-44,肉食,800.0,是,是
47.28,5,一线,云闪付,秒杀,17,219.4,6375,37,1,45-54,肉食,600.0,否,否
33.29,9,新一线,云闪付,秒杀,3,296.61,6375,37,0,18-24,肉食,600.0,否,否
48.76,6,一线,银行卡,满减,29,263.56,84,38,0,45-54,肉食,800.0,是,否
15.2,6,二线,云闪付,满减,3,88.2,2590,41,0,25-34,肉食,800.0,是,否
29.55,2,新一线,微信,店铺券,48,11.1,36,49,1,25-34,蔬菜,400.0,否,否
40.82,7,二线,云闪付,满减,22,263.74,7642,31,1,25-34,蔬菜,1000.0,否,否
36.18,7,二线,微信,满减,3,250.26,4608,31,0,35-44,肉食,800.0,是,是
47.74,4,二线,云闪付,会员折扣,61,129.96,80,42,0,18-24,肉食,800.0,否,是
45.76,6,新一线,微信,无,0,274.56,3938,37,1,18-24,蔬菜,400.0,否,是
19.2,0,三线,余额,会员折扣,0,0.0,2935,48,1,18-24,主食面汤,300.0,是,否
36.07,2,三线,支付宝,满减,4,68.14,4971,38,0,25-34,肉食,800.0,否,否
41.06,3,新一线,支付宝,无,0,123.18,6714,46,1,35-44,肉食,400.0,是,是
40.84,10,新一线,支付宝,无,0,408.4,5163,50,1,25-34,肉食,800.0,是,是
34.67,4,新一线,余额,平台券,6,132.68,4716,39,1,45-54,主食面汤,800.0,否,否
18.02,3,三线,支付宝,秒杀,0,54.06,3290,32,0,18-24,肉食,300.0,否,否
29.66,9,一线,支付宝,满减,7,259.94,3290,32,0,25-34,肉食,300.0,否,否
33.28,7,一线,余额,店铺券,4,228.96,3942,32,1,18-24,肉食,1000.0,是,是
22.41,7,三线,支付宝,会员折扣,8,148.87,3290,32,1,25-34,肉食,300.0,否,否
10.39,4,一线,支付宝,满减,0,41.56,7,34,0,25-34,豆制品,1000.0,是,是
23.06,10,二线,支付宝,无,0,230.6,7,34,1,45-54,豆制品,1000.0,是,是
13.51,1,一线,余额,店铺券,3,10.51,4716,39,1,18-24,主食面汤,800.0,否,否
25.88,8,新一线,支付宝,秒杀,30,177.04,7,34,1,25-34,豆制品,1000.0,是,是
45.79,6,一线,云闪付,满减,5,269.74,6743,45,1,18-24,主食面汤,400.0,是,否
42.69,0,二线,云闪付,会员折扣,0,0.0,51,33,0,45-54,主食面汤,400.0,否,否
28.09,9,三线,云闪付,满减,11,241.81,2885,40,1,45-54,肉食,300.0,否,是
13.27,5,三线,银行卡,满减,3,63.35,3945,32,0,18-24,肉食,1000.0,是,否
12.41,10,一线,支付宝,满减,2,122.1,2561,38,0,25-34,肉食,400.0,是,否
18.77,3,新一线,余额,秒杀,0,56.31,5475,30,1,18-24,肉食,500.0,否,否
11.23,7,三线,支付宝,无,0,78.61,2561,38,1,45-54,肉食,400.0,是,否
20.31,5,新一线,支付宝,平台券,2,99.55,2561,38,0,18-24,肉食,400.0,是,否
11.6,2,新一线,云闪付,满减,2,21.2,7792,48,0,35-44,肉食,1000.0,否,否
33.15,10,新一线,余额,平台券,0,331.5,1789,41,1,25-34,肉食,1000.0,是,是
46.49,8,新一线,支付宝,满减,72,299.92,90,35,0,18-24,主食面汤,1000.0,否,否
38.63,10,一线,余额,秒杀,3,383.3,2680,37,1,25-34,蔬菜,1000.0,否,否
48.86,6,一线,银行卡,平台券,18,275.16,7548,38,0,35-44,豆制品,400.0,否,是
20.33,0,二线,支付宝,满减,0,0.0,1872,32,1,18-24,肉食,400.0,是,否
48.79,7,一线,余额,会员折扣,19,322.53,8170,48,1,45-54,肉食,1000.0,否,否
12.94,4,一线,支付宝,无,0,51.76,1872,32,1,18-24,肉食,400.0,是,否
16.68,8,一线,支付宝,无,0,133.44,1872,32,0,45-54,肉食,400.0,是,否
33.41,6,新一线,支付宝,无,0,200.46,1501,41,1,25-34,肉食,1000.0,否,否
11.57,8,二线,支付宝,会员折扣,6,86.56,1501,41,1,18-24,肉食,1000.0,否,否
28.09,7,三线,支付宝,会员折扣,13,183.63,1501,41,1,18-24,肉食,1000.0,否,否
29.55,2,新一线,支付宝,会员折扣,6,53.1,2561,38,1,45-54,肉食,400.0,是,否
18.07,9,新一线,微信,会员折扣,3,159.63,4608,31,0,18-24,肉食,800.0,是,是
36.94,6,三线,余额,平台券,6,215.64,2680,37,1,18-24,蔬菜,1000.0,否,否
47.78,0,三线,云闪付,秒杀,0,0.0,7792,48,0,25-34,肉食,1000.0,否,否
32.82,9,一线,云闪付,满减,24,271.38,51,33,0,45-54,主食面汤,400.0,否,否
14.26,0,新一线,银行卡,平台券,0,0.0,84,38,0,45-54,肉食,800.0,是,否
49.98,8,三线,微信,无,0,399.84,3938,37,1,45-54,蔬菜,400.0,否,是
36.7,7,二线,支付宝,平台券,4,252.9,5163,50,1,18-24,肉食,800.0,是,是
37.82,3,新一线,支付宝,无,0,113.46,6799,39,0,55+,豆制品,1000.0,否,否
23.65,10,三线,支付宝,满减,2,234.5,4528,50,1,25-34,主食面汤,500.0,是,否
10.73,9,二线,银行卡,店铺券,1,95.57,5955,31,0,35-44,蔬菜,500.0,否,是
17.83,8,一线,云闪付,无,0,142.64,9911,36,1,45-54,肉食,400.0,否,是
47.08,5,二线,支付宝,满减,16,219.4,6920,18,0,35-44,肉食,500.0,是,否
29.43,0,新一线,支付宝,满减,0,0.0,1260,32,1,18-24,肉食,300.0,否,否
38.65,2,新一线,银行卡,满减,21,56.3,4530,37,0,25-34,主食面汤,300.0,否,否
17.26,2,三线,支付宝,无,0,34.52,2640,47,1,18-24,肉食,300.0,否,是
11.74,7,三线,云闪付,秒杀,3,79.18,5305,39,1,18-24,肉食,500.0,是,否
45.37,8,一线,支付宝,秒杀,6,356.96,2800,39,0,25-34,肉食,400.0,否,否
19.12,1,三线,支付宝,满减,2,17.12,4528,50,1,18-24,主食面汤,500.0,是,否
41.22,1,新一线,支付宝,无,0,41.22,6920,18,0,18-24,肉食,500.0,是,否
26.95,7,一线,银行卡,店铺券,3,185.65,1402,30,1,25-34,肉食,600.0,否,否
16.72,4,新一线,余额,会员折扣,4,62.88,9918,31,1,25-34,肉食,300.0,否,否
45.77,5,三线,银行卡,无,0,228.85,3706,40,1,18-24,肉食,400.0,否,否
19.07,10,新一线,支付宝,秒杀,4,186.7,4646,14,0,45-54,肉食,1000.0,否,否
12.78,8,一线,支付宝,会员折扣,1,101.24,4646,14,1,45-54,肉食,1000.0,否,否
31.32,1,三线,银行卡,满减,4,27.32,3214,30,1,35-44,肉食,600.0,否,否
23.32,1,新一线,微信,秒杀,1,22.32,72,32,0,18-24,肉食,200.0,否,是
36.78,6,新一线,支付宝,会员折扣,17,203.68,3673,43,1,25-34,肉食,200.0,否,是
49.77,1,新一线,支付宝,无,0,49.77,3673,43,1,45-54,肉食,200.0,否,是
36.47,10,一线,银行卡,会员折扣,1,363.7,2982,30,1,25-34,肉食,400.0,是,否
18.04,2,一线,银行卡,无,0,36.08,60,32,0,18-24,肉食,800.0,否,否
28.01,8,一线,余额,秒杀,2,222.08,2333,36,0,18-24,肉食,800.0,否,否
19.39,3,二线,银行卡,无,0,58.17,60,32,1,18-24,肉食,800.0,否,否
25.97,1,新一线,微信,满减,10,15.97,9241,47,1,45-54,肉食,600.0,否,否
49.7,10,一线,银行卡,店铺券,14,483.0,6507,31,1,18-24,蔬菜,500.0,否,否
31.6,5,新一线,云闪付,无,0,158.0,14,42,0,18-24,肉食,200.0,否,是
43.04,7,新一线,云闪付,会员折扣,24,277.28,42,35,0,25-34,豆制品,500.0,是,是
41.28,10,二线,云闪付,满减,1,411.8,14,42,1,25-34,肉食,200.0,否,是
11.45,1,一线,银行卡,会员折扣,7,4.45,60,32,0,25-34,肉食,800.0,否,否
47.48,6,一线,支付宝,满减,17,267.88,2633,20,1,18-24,蔬菜,200.0,否,否
32.15,10,一线,银行卡,满减,61,260.5,20,46,1,25-34,肉食,400.0,否,否
25.88,5,三线,银行卡,店铺券,19,110.4,20,46,1,45-54,肉食,400.0,否,否
46.78,6,一线,余额,满减,6,274.68,6916,43,1,25-34,肉食,1000.0,否,否
14.65,2,二线,银行卡,会员折扣,18,11.3,60,32,0,35-44,肉食,800.0,否,否
42.7,8,三线,微信,会员折扣,0,341.6,6237,40,1,18-24,肉食,800.0,否,是
44.72,10,一线,支付宝,平台券,15,432.2,27,30,1,45-54,肉食,1000.0,是,否
41.6,1,新一线,微信,店铺券,2,39.6,87,40,1,45-54,肉食,800.0,是,否
23.84,0,三线,余额,平台券,0,0.0,77,45,1,45-54,蔬菜,400.0,是,否
25.95,0,新一线,支付宝,会员折扣,0,0.0,27,30,0,18-24,肉食,1000.0,是,否
12.73,1,新一线,余额,满减,7,5.73,77,45,1,25-34,蔬菜,400.0,是,否
48.52,8,新一线,支付宝,店铺券,9,379.16,9724,41,1,55+,肉食,400.0,是,是
31.98,7,新一线,余额,店铺券,1,222.86,1379,38,0,35-44,肉食,1000.0,否,是
48.63,1,新一线,微信,秒杀,3,45.63,7981,31,0,18-24,蔬菜,1000.0,否,否
27.3,10,二线,支付宝,会员折扣,8,265.0,8241,13,0,25-34,肉食,300.0,是,否
18.64,10,新一线,支付宝,满减,37,149.4,9,17,0,18-24,肉食,300.0,否,是
12.45,2,新一线,微信,平台券,2,22.9,33,13,0,25-34,蔬菜,500.0,否,否
41.23,4,新一线,云闪付,秒杀,11,153.92,3262,35,0,25-34,主食面汤,200.0,否,否
12.33,9,三线,支付宝,满减,5,105.97,9,17,0,25-34,肉食,300.0,否,是
49.79,2,三线,余额,满减,12,87.58,4024,35,0,45-54,肉食,1000.0,否,是
37.8,8,三线,余额,满减,16,286.4,7556,50,1,45-54,肉食,1000.0,否,否
19.57,0,新一线,支付宝,平台券,0,0.0,9,17,0,25-34,肉食,300.0,否,是
15.69,3,新一线,支付宝,无,0,47.07,9724,41,1,45-54,肉食,400.0,是,是
22.13,8,三线,云闪付,秒杀,4,173.04,3262,35,0,25-34,主食面汤,200.0,否,否
14.04,5,三线,余额,秒杀,5,65.2,7556,50,1,25-34,肉食,1000.0,否,否
12.49,5,新一线,支付宝,店铺券,10,52.45,9,17,0,18-24,肉食,300.0,否,是
30.38,5,新一线,支付宝,平台券,4,147.9,8241,13,0,25-34,肉食,300.0,是,否
34.61,1,新一线,云闪付,会员折扣,1,33.61,3262,35,0,18-24,主食面汤,200.0,否,否
34.96,7,一线,微信,会员折扣,10,234.72,87,40,1,18-24,肉食,800.0,是,否
31.08,10,三线,支付宝,会员折扣,2,308.8,9724,41,1,45-54,肉食,400.0,是,是
10.44,8,三线,余额,满减,16,67.52,77,45,1,45-54,蔬菜,400.0,是,否
20.39,2,一线,余额,秒杀,1,39.78,7556,50,1,35-44,肉食,1000.0,否,否
31.41,0,新一线,云闪付,无,0,0.0,3262,35,0,45-54,主食面汤,200.0,否,否
18.61,8,新一线,余额,满减,26,122.88,77,45,1,45-54,蔬菜,400.0,是,否
49.03,3,新一线,微信,无,0,147.09,7981,31,0,25-34,蔬菜,1000.0,否,否
42.06,0,二线,余额,店铺券,0,0.0,7556,50,1,25-34,肉食,1000.0,否,否
28.18,1,三线,余额,会员折扣,8,20.18,1379,38,0,18-24,肉食,1000.0,否,是
43.77,0,新一线,支付宝,满减,0,0.0,9,17,0,55+,肉食,300.0,否,是
41.48,1,新一线,支付宝,无,0,41.48,55,24,1,18-24,肉食,200.0,否,否
37.53,9,三线,支付宝,会员折扣,5,332.77,55,24,1,25-34,肉食,200.0,否,否
45.8,5,新一线,支付宝,满减,8,221.0,7079,33,1,18-24,肉食,200.0,否,是
34.56,6,新一线,余额,会员折扣,12,195.36,5200,45,1,45-54,主食面汤,400.0,否,是
30.74,1,三线,支付宝,满减,4,26.74,6088,44,1,35-44,蔬菜,400.0,否,否
39.5,7,三线,支付宝,平台券,0,276.5,6088,44,0,18-24,蔬菜,400.0,否,否
30.49,1,新一线,支付宝,无,0,30.49,6088,44,1,35-44,蔬菜,400.0,否,否
37.21,3,一线,支付宝,店铺券,7,104.63,55,24,1,18-24,肉食,200.0,否,否
39.5,5,新一线,云闪付,满减,26,171.5,84,41,1,35-44,主食面汤,300.0,否,是
13.94,6,新一线,余额,满减,2,81.64,33,31,1,35-44,蔬菜,500.0,否,是
36.41,8,二线,银行卡,店铺券,21,270.28,4971,48,0,18-24,蔬菜,500.0,否,否
40.99,1,一线,云闪付,会员折扣,40,0.99,84,41,1,45-54,主食面汤,300.0,否,是
39.92,2,三线,余额,满减,22,57.84,8327,42,1,25-34,蔬菜,1000.0,是,否
15.12,6,三线,余额,无,0,90.72,7214,32,0,25-34,肉食,600.0,是,是
23.53,0,一线,余额,会员折扣,0,0.0,7214,32,0,45-54,肉食,600.0,是,是
35.83,8,一线,支付宝,无,0,286.64,3145,44,1,45-54,蔬菜,500.0,否,否
21.44,3,三线,银行卡,会员折扣,4,60.32,1541,25,1,25-34,蔬菜,200.0,否,是
42.64,9,三线,银行卡,满减,23,360.76,1541,25,1,25-34,蔬菜,200.0,否,是
43.68,5,新一线,余额,无,0,218.4,7214,32,1,18-24,肉食,600.0,是,是
30.23,7,一线,余额,无,0,211.61,8327,42,1,45-54,蔬菜,1000.0,是,否
42.0,8,新一线,支付宝,无,0,336.0,4646,14,1,18-24,肉食,1000.0,否,否
39.32,2,二线,云闪付,会员折扣,5,73.64,3262,35,0,45-54,主食面汤,200.0,否,否
17.52,4,一线,云闪付,满减,28,42.08,84,41,1,25-34,主食面汤,300.0,否,是
41.35,7,三线,银行卡,店铺券,3,286.45,6507,31,1,18-24,蔬菜,500.0,否,否
32.17,7,新一线,银行卡,满减,1,224.19,1541,25,1,45-54,蔬菜,200.0,否,是
15.96,8,一线,云闪付,无,0,127.68,14,42,1,25-34,肉食,200.0,否,是
45.45,8,新一线,支付宝,店铺券,79,284.6,9,17,0,35-44,肉食,300.0,否,是
26.5,8,新一线,支付宝,平台券,4,208.0,6088,44,1,45-54,蔬菜,400.0,否,否
34.78,4,一线,余额,无,0,139.12,77,45,1,45-54,蔬菜,400.0,是,否
32.46,1,三线,支付宝,店铺券,4,28.46,4646,14,0,25-34,肉食,1000.0,否,否
43.0,0,新一线,微信,平台券,0,0.0,87,40,1,25-34,肉食,800.0,是,否
12.34,5,一线,余额,会员折扣,0,61.7,6916,43,1,55+,肉食,1000.0,否,否
23.37,4,新一线,支付宝,会员折扣,3,90.48,55,24,1,18-24,肉食,200.0,否,否
41.54,4,一线,银行卡,店铺券,8,158.16,3706,40,1,45-54,肉食,400.0,否,否
27.61,0,新一线,支付宝,会员折扣,0,0.0,3673,43,1,45-54,肉食,200.0,否,是
23.13,9,一线,余额,会员折扣,5,203.17,1379,38,0,35-44,肉食,1000.0,否,是
27.36,3,一线,余额,会员折扣,12,70.08,8327,42,1,18-24,蔬菜,1000.0,是,否
13.54,4,新一线,余额,会员折扣,3,51.16,7214,32,0,45-54,肉食,600.0,是,是
35.7,8,二线,银行卡,无,0,285.6,20,46,1,18-24,肉食,400.0,否,否
41.43,6,新一线,支付宝,无,0,248.58,9724,41,1,45-54,肉食,400.0,是,是
17.38,6,新一线,支付宝,会员折扣,3,101.28,7079,33,1,45-54,肉食,200.0,否,是
24.49,3,新一线,云闪付,无,0,73.47,3262,35,0,18-24,主食面汤,200.0,否,否
44.91,4,一线,支付宝,平台券,4,175.64,9724,41,1,25-34,肉食,400.0,是,是
13.22,10,一线,支付宝,秒杀,8,124.2,55,24,1,25-34,肉食,200.0,否,否
39.12,9,新一线,云闪付,无,0,352.08,42,35,0,25-34,豆制品,500.0,是,是
48.26,8,二线,微信,会员折扣,59,327.08,87,40,1,25-34,肉食,800.0,是,否
19.98,8,一线,支付宝,秒杀,31,128.84,9,17,0,45-54,肉食,300.0,否,是
40.38,1,三线,余额,秒杀,22,18.38,5200,45,1,25-34,主食面汤,400.0,否,是
27.99,1,三线,余额,无,0,27.99,7214,32,0,45-54,肉食,600.0,是,是
10.87,5,一线,支付宝,无,0,54.35,2633,20,1,18-24,蔬菜,200.0,否,否
47.47,5,三线,银行卡,平台券,24,213.35,4971,48,0,25-34,蔬菜,500.0,否,否
20.26,10,一线,微信,店铺券,4,198.6,6237,40,1,18-24,肉食,800.0,否,是
44.02,8,新一线,余额,无,0,352.16,1379,38,0,18-24,肉食,1000.0,否,是
44.41,2,三线,余额,会员折扣,19,69.82,7556,50,1,55+,肉食,1000.0,否,否
12.71,9,一线,支付宝,会员折扣,1,113.39,6088,44,0,45-54,蔬菜,400.0,否,否
38.31,10,三线,支付宝,会员折扣,38,345.1,55,24,1,25-34,肉食,200.0,否,否
13.27,7,新一线,微信,满减,1,91.89,7981,31,0,25-34,蔬菜,1000.0,否,否
29.39,1,一线,微信,店铺券,10,19.39,72,32,0,18-24,肉食,200.0,否,是
16.63,8,三线,支付宝,会员折扣,6,127.04,3673,43,1,25-34,肉食,200.0,否,是
28.49,7,三线,银行卡,无,0,199.43,60,32,0,18-24,肉食,800.0,否,否
31.82,4,二线,余额,满减,11,116.28,8327,42,1,45-54,蔬菜,1000.0,是,否
42.26,4,一线,支付宝,会员折扣,5,164.04,9724,41,1,18-24,肉食,400.0,是,是
20.34,6,新一线,余额,秒杀,4,118.04,2333,36,0,45-54,肉食,800.0,否,否
23.21,1,新一线,支付宝,会员折扣,15,8.21,9,17,0,18-24,肉食,300.0,否,是
40.27,10,新一线,云闪付,满减,7,395.7,3262,35,0,25-34,主食面汤,200.0,否,否
28.05,8,三线,云闪付,会员折扣,28,196.4,84,41,1,45-54,主食面汤,300.0,否,是
28.56,4,新一线,云闪付,会员折扣,1,113.24,3262,35,0,25-34,主食面汤,200.0,否,否
46.37,5,三线,银行卡,会员折扣,6,225.85,1541,25,1,45-54,蔬菜,200.0,否,是
29.91,1,一线,支付宝,店铺券,17,12.91,9,17,0,45-54,肉食,300.0,否,是
41.02,2,新一线,云闪付,平台券,22,60.04,14,42,0,45-54,肉食,200.0,否,是
30.93,3,新一线,余额,秒杀,16,76.79,7556,50,1,25-34,肉食,1000.0,否,否
41.71,1,二线,余额,无,0,41.71,7556,50,1,18-24,肉食,1000.0,否,否
33.1,0,新一线,银行卡,会员折扣,0,0.0,20,46,1,18-24,肉食,400.0,否,否
35.38,3,一线,余额,会员折扣,6,100.14,7214,32,1,18-24,肉食,600.0,是,是
25.84,8,三线,微信,无,0,206.72,33,13,0,18-24,蔬菜,500.0,否,否
22.67,7,新一线,余额,无,0,158.69,77,45,1,55+,蔬菜,400.0,是,否
46.25,9,三线,微信,会员折扣,6,410.25,7981,31,0,18-24,蔬菜,1000.0,否,否
15.63,3,新一线,支付宝,满减,1,45.89,8241,13,0,18-24,肉食,300.0,是,否
45.76,5,新一线,支付宝,满减,75,153.8,20,48,1,45-54,肉食,300.0,是,是
36.17,6,一线,微信,无,0,217.02,7663,39,1,18-24,肉食,500.0,否,是
27.61,0,一线,支付宝,满减,0,0.0,20,48,1,45-54,肉食,300.0,是,是
42.14,6,一线,支付宝,店铺券,29,223.84,20,48,1,18-24,肉食,300.0,是,是
24.31,1,二线,云闪付,会员折扣,0,24.31,8014,34,0,55+,肉食,500.0,否,否
43.13,3,三线,云闪付,会员折扣,2,127.39,7391,45,1,18-24,蔬菜,200.0,否,否
15.68,2,一线,支付宝,满减,0,31.36,20,48,0,45-54,肉食,300.0,是,是
28.01,0,一线,银行卡,会员折扣,0,0.0,3097,38,0,25-34,蔬菜,400.0,否,否
35.37,10,三线,余额,秒杀,18,335.7,4242,46,1,25-34,豆制品,400.0,否,是
15.05,9,一线,余额,平台券,7,128.45,4018,32,0,18-24,肉食,200.0,否,是
37.45,8,二线,银行卡,无,0,299.6,6367,47,1,35-44,肉食,800.0,否,是
17.0,2,二线,支付宝,店铺券,1,33.0,79,40,1,45-54,肉食,300.0,否,是
37.77,5,新一线,银行卡,满减,7,181.85,3097,38,1,18-24,蔬菜,400.0,否,否
36.13,7,新一线,余额,满减,2,250.91,4018,32,0,25-34,肉食,200.0,否,是
44.85,3,新一线,余额,店铺券,19,115.55,4018,32,0,35-44,肉食,200.0,否,是
14.44,0,新一线,余额,无,0,0.0,4242,46,1,18-24,豆制品,400.0,否,是
31.87,7,一线,余额,店铺券,11,212.09,95,32,0,25-34,蔬菜,1000.0,否,否
22.19,5,三线,云闪付,会员折扣,12,98.95,12,33,0,45-54,蔬菜,400.0,否,是
44.91,5,三线,微信,无,0,224.55,5738,34,0,18-24,蔬菜,200.0,否,否
31.63,6,三线,云闪付,无,0,189.78,72,36,0,18-24,主食面汤,200.0,否,否
11.93,9,新一线,微信,满减,2,105.37,1022,46,1,18-24,肉食,400.0,是,否
36.71,8,二线,余额,满减,28,265.68,48,48,1,18-24,肉食,1000.0,否,是
33.73,6,三线,余额,平台券,52,150.38,48,48,1,45-54,肉食,1000.0,否,是
45.69,9,新一线,银行卡,无,0,411.21,25,39,1,18-24,肉食,800.0,是,是
19.58,0,二线,微信,满减,0,0.0,8987,30,0,45-54,豆制品,300.0,否,否
49.82,6,新一线,余额,秒杀,9,289.92,8759,34,0,18-24,肉食,500.0,否,是
12.55,5,新一线,微信,满减,0,62.75,72,48,1,45-54,肉食,1000.0,是,否
14.6,7,二线,支付宝,会员折扣,6,96.2,9165,37,1,45-54,蔬菜,200.0,否,是
43.17,4,一线,支付宝,无,0,172.68,9165,37,1,25-34,蔬菜,200.0,否,是
22.68,7,二线,余额,无,0,158.76,9445,42,1,25-34,肉食,800.0,否,是
27.38,6,新一线,云闪付,会员折扣,41,123.28,68,38,0,25-34,豆制品,300.0,否,否
34.08,4,三线,云闪付,平台券,25,111.32,68,38,0,35-44,豆制品,300.0,否,否
27.74,3,新一线,银行卡,满减,1,82.22,7985,39,0,55+,肉食,500.0,否,是
38.11,6,新一线,支付宝,平台券,22,206.66,23,31,1,25-34,豆制品,800.0,是,否
19.5,1,三线,支付宝,满减,19,0.5,23,31,1,18-24,豆制品,800.0,是,否
29.51,1,新一线,云闪付,会员折扣,29,0.51,68,38,0,45-54,豆制品,300.0,否,否
34.03,8,新一线,余额,会员折扣,3,269.24,8759,34,0,25-34,肉食,500.0,否,是
35.36,2,新一线,支付宝,无,0,70.72,23,31,1,18-24,豆制品,800.0,是,否
20.18,6,新一线,微信,无,0,121.08,72,48,0,18-24,肉食,1000.0,是,否
28.9,3,二线,余额,会员折扣,4,82.7,7085,44,1,25-34,蔬菜,200.0,否,是
11.83,1,二线,银行卡,平台券,1,10.83,9802,15,0,25-34,肉食,1000.0,否,是
30.66,0,新一线,云闪付,会员折扣,0,0.0,48,39,1,45-54,肉食,500.0,否,是
42.1,5,三线,银行卡,平台券,80,130.5,64,45,1,45-54,肉食,800.0,否,否
30.51,6,新一线,余额,秒杀,6,177.06,7085,44,1,18-24,蔬菜,200.0,否,是
13.48,2,二线,余额,无,0,26.96,8759,34,0,18-24,肉食,500.0,否,是
14.55,10,二线,微信,平台券,0,145.5,8987,30,0,18-24,豆制品,300.0,否,否
23.81,1,一线,余额,秒杀,7,16.81,9445,42,1,18-24,肉食,800.0,否,是
30.3,2,二线,支付宝,无,0,60.6,9165,37,1,18-24,蔬菜,200.0,否,是
49.71,9,三线,银行卡,店铺券,7,440.39,7985,39,0,45-54,肉食,500.0,否,是
26.44,0,二线,银行卡,会员折扣,0,0.0,9802,15,0,25-34,肉食,1000.0,否,是
46.3,3,一线,支付宝,无,0,138.9,23,31,1,45-54,豆制品,800.0,是,否
42.95,2,三线,微信,满减,9,76.9,72,48,1,18-24,肉食,1000.0,是,否
48.2,2,二线,余额,会员折扣,8,88.4,8759,34,0,25-34,肉食,500.0,否,是
42.85,8,一线,云闪付,店铺券,60,282.8,68,38,0,25-34,豆制品,300.0,否,否
37.46,1,三线,支付宝,会员折扣,14,23.46,9165,37,1,25-34,蔬菜,200.0,否,是
24.76,3,新一线,云闪付,无,0,74.28,8,31,1,25-34,肉食,500.0,否,否
12.84,1,三线,支付宝,会员折扣,1,11.84,5468,39,1,18-24,肉食,300.0,否,否
36.74,4,新一线,支付宝,会员折扣,12,134.96,2546,32,1,18-24,肉食,800.0,否,是
33.75,9,新一线,云闪付,秒杀,0,303.75,4925,47,1,18-24,肉食,800.0,是,否
46.53,10,一线,银行卡,会员折扣,24,441.3,7089,38,1,45-54,蔬菜,200.0,否,是
14.82,6,三线,支付宝,店铺券,1,87.92,5468,39,1,18-24,肉食,300.0,否,否
26.88,2,新一线,余额,店铺券,15,38.76,14,35,1,45-54,肉食,500.0,否,否
33.09,3,新一线,余额,会员折扣,4,95.27,1751,34,1,18-24,肉食,600.0,是,是
39.17,4,二线,支付宝,秒杀,7,149.68,6295,49,1,45-54,豆制品,500.0,否,是
41.56,4,新一线,支付宝,店铺券,6,160.24,3727,38,1,18-24,肉食,800.0,否,否
44.3,10,一线,银行卡,秒杀,15,428.0,1310,36,1,25-34,肉食,200.0,否,否
46.67,5,新一线,银行卡,满减,9,224.35,5662,10,0,18-24,蔬菜,1000.0,是,是
27.24,6,二线,银行卡,会员折扣,8,155.44,8583,37,1,18-24,豆制品,200.0,是,否
24.85,4,新一线,支付宝,秒杀,4,95.4,6295,49,0,25-34,豆制品,500.0,否,是
37.54,10,一线,支付宝,店铺券,6,369.4,5323,24,0,18-24,蔬菜,600.0,否,是
24.98,4,一线,支付宝,秒杀,24,75.92,61,47,1,18-24,豆制品,400.0,否,是
27.22,5,一线,支付宝,无,0,136.1,61,47,0,45-54,豆制品,400.0,否,是
37.08,4,三线,余额,会员折扣,7,141.32,2897,43,1,18-24,肉食,500.0,是,否
24.58,1,三线,余额,店铺券,0,24.58,2897,43,1,25-34,肉食,500.0,是,否
29.42,10,一线,支付宝,会员折扣,3,291.2,4542,41,1,25-34,主食面汤,200.0,是,是
22.56,4,二线,支付宝,满减,1,89.24,6017,43,1,25-34,肉食,200.0,是,是
45.54,9,二线,云闪付,满减,12,397.86,5548,44,1,25-34,肉食,1000.0,否,是
43.07,8,新一线,云闪付,满减,0,344.56,3808,37,0,25-34,肉食,300.0,否,否
21.54,7,新一线,支付宝,满减,2,148.78,3392,43,1,18-24,肉食,500.0,是,否
16.17,9,三线,云闪付,店铺券,2,143.53,5548,44,1,18-24,肉食,1000.0,否,是
31.67,9,三线,银行卡,秒杀,12,273.03,4693,34,0,35-44,蔬菜,600.0,否,否
27.62,10,新一线,余额,平台券,1,275.2,1943,14,0,35-44,主食面汤,200.0,是,是
22.09,6,一线,支付宝,会员折扣,0,132.54,6017,43,1,18-24,肉食,200.0,是,是
